DEWP,TEMP,PRES,cbwd,Iws,Is,Ir,pm2.5
-21,6,1031,NW,11.17,0,0,12
-20,7,1030,NW,16.09,0,0,13
-20,8,1029,NW,21.9,0,0,14
-20,8,1028,NW,29.95,0,0,12
-19,10,1026,NW,35.76,0,0,18
-19,10,1025,NW,43.81,0,0,11
-19,10,1025,NW,51.86,0,0,22
-19,11,1024,NW,59.91,0,0,19
-19,11,1024,NW,68.85,0,0,14
-19,10,1024,NW,76,0,0,12
-20,6,1024,NW,79.13,0,0,17
-19,7,1025,NW,80.92,0,0,24
-19,5,1026,NW,84.05,0,0,41
-20,7,1026,NW,88.97,0,0,60
-19,3,1026,NW,90.76,0,0,21
-17,1,1027,NW,94.78,0,0,30
-18,1,1027,NW,98.8,0,0,23
-17,1,1027,NW,102.82,0,0,20
-16,-1,1027,NW,105.95,0,0,24
-19,3,1026,NW,110.87,0,0,24
-18,2,1026,NW,114.89,0,0,20
-18,2,1026,NW,118.02,0,0,20
-17,4,1027,NW,122.04,0,0,20
-18,6,1027,NW,127.85,0,0,30
-18,7,1027,NW,133.66,0,0,25
-18,8,1027,NW,137.68,0,0,12
-18,9,1026,NW,142.6,0,0,20
-18,10,1025,NW,144.39,0,0,16
-17,10,1023,NW,147.52,0,0,19
-16,11,1021,NW,151.54,0,0,16
-17,10,1021,SE,5.81,0,0,18
-17,10,1020,SE,9.83,0,0,22
-17,10,1020,SE,11.62,0,0,16
-14,9,1021,NW,1.79,0,0,22
-13,10,1021,NW,4.92,0,0,28
-12,10,1022,NW,8.94,0,0,32
-12,9,1023,NW,14.75,0,0,23
-12,9,1023,NW,20.56,0,0,24
-18,8,1024,NW,27.71,0,0,15
-20,7,1024,NW,35.76,0,0,NA
-20,6,1025,NW,42.91,0,0,13
-21,6,1025,NW,52.74,0,0,13
-21,4,1025,NW,60.79,0,0,10
-21,4,1025,NW,68.84,0,0,8
-20,3,1026,NW,78.67,0,0,9
-20,3,1027,NW,86.72,0,0,8
-20,3,1027,NW,95.66,0,0,10
-19,4,1028,NW,104.6,0,0,12
-18,6,1029,NW,113.54,0,0,18
-19,6,1029,NW,119.35,0,0,15
-18,8,1028,NW,126.5,0,0,13
-18,9,1027,NW,134.55,0,0,12
-18,11,1026,NW,142.6,0,0,11
-17,12,1025,NW,150.65,0,0,15
-18,12,1024,NW,161.83,0,0,12
-18,12,1024,NW,169.88,0,0,15
-19,12,1024,NW,177.93,0,0,17
-20,11,1025,NW,186.87,0,0,6
-19,9,1026,NW,194.02,0,0,7
-19,8,1028,NW,199.83,0,0,6
-19,8,1028,NW,207.88,0,0,4
-19,7,1029,NW,213.69,0,0,3
-19,7,1029,NW,218.61,0,0,4
-19,7,1029,NW,222.63,0,0,8
-19,5,1029,NW,226.65,0,0,13
-18,4,1029,NW,229.78,0,0,13
-18,4,1028,NW,231.57,0,0,15
-16,2,1028,cv,0.45,0,0,23
-17,4,1029,NW,4.02,0,0,23
-16,3,1029,NW,8.04,0,0,27
-15,4,1029,NW,11.17,0,0,18
-15,7,1030,NW,16.98,0,0,25
-15,9,1030,NW,24.13,0,0,31
-15,10,1030,NW,29.05,0,0,23
-15,11,1030,NW,33.07,0,0,17
-14,12,1028,cv,0.89,0,0,22
-14,13,1027,NW,4.02,0,0,16
-14,15,1026,NW,9.83,0,0,15
-13,14,1025,NE,4.02,0,0,13
-13,13,1025,NE,8.94,0,0,25
-13,13,1025,SE,3.13,0,0,18
-13,13,1025,SE,6.26,0,0,17
-12,10,1025,SE,10.28,0,0,22
-12,9,1026,SE,13.41,0,0,39
-11,7,1026,SE,15.2,0,0,21
-11,7,1026,SE,16.99,0,0,24
-11,7,1026,SE,18.78,0,0,37
-10,4,1026,cv,0.89,0,0,36
-10,5,1026,SE,1.79,0,0,46
-10,3,1026,cv,0.89,0,0,57
-9,1,1025,NE,1.79,0,0,66
-10,3,1025,SE,1.79,0,0,78
-9,2,1026,cv,0.89,0,0,76
-7,2,1026,SE,1.79,0,0,85
-8,2,1027,cv,0.89,0,0,126
-7,5,1027,SE,1.79,0,0,145
-8,7,1027,SE,3.58,0,0,178
-10,9,1027,cv,1.79,0,0,157
-12,11,1026,NW,3.13,0,0,130
-12,11,1026,NW,4.92,0,0,60
-11,13,1025,NE,3.13,0,0,38
-13,15,1024,NW,3.13,0,0,39
-12,15,1024,cv,1.79,0,0,36
-13,15,1024,cv,5.81,0,0,29
-13,15,1023,NW,4.02,0,0,23
-13,11,1024,NW,5.81,0,0,11
-13,12,1024,NW,8.94,0,0,12
-12,11,1025,NW,12.07,0,0,16
-14,8,1026,NW,16.99,0,0,12
-17,10,1027,NW,21.91,0,0,13
-17,10,1027,NW,27.72,0,0,11
-16,9,1027,NW,32.64,0,0,20
-16,9,1027,NW,38.45,0,0,6
-15,8,1026,NW,44.26,0,0,20
-15,8,1026,NW,49.18,0,0,13
-16,8,1026,NW,54.99,0,0,16
-16,7,1025,NW,60.8,0,0,12
-16,7,1026,NW,67.95,0,0,17
-16,8,1026,NW,72.87,0,0,27
-16,10,1026,NW,80.92,0,0,21
-15,12,1026,NW,88.97,0,0,20
-15,11,1026,NW,97.02,0,0,26
-15,13,1026,NW,104.17,0,0,27
-13,16,1024,NW,111.32,0,0,29
-14,16,1023,NW,117.13,0,0,25
-13,18,1022,cv,3.13,0,0,16
-14,18,1020,cv,6.26,0,0,23
-13,18,1020,SE,3.13,0,0,21
-13,16,1020,SE,4.92,0,0,13
-13,14,1020,SE,5.81,0,0,13
-14,13,1021,SE,7.6,0,0,17
-13,14,1022,SE,10.73,0,0,50
-12,9,1023,NW,3.13,0,0,22
-5,9,1024,SE,4.92,0,0,22
-8,8,1025,SE,9.84,0,0,69
-9,8,1025,SE,14.76,0,0,43
-9,7,1026,SE,18.78,0,0,40
-9,6,1026,SE,21.91,0,0,38
-10,5,1027,NE,1.79,0,0,37
-10,4,1027,NE,2.68,0,0,39
-9,2,1027,NW,1.79,0,0,45
-9,2,1028,NW,4.92,0,0,50
-8,3,1029,NW,6.71,0,0,44
-9,8,1029,NW,8.5,0,0,58
-9,10,1029,NW,10.29,0,0,48
-9,11,1030,NW,12.08,0,0,48
-9,11,1029,NW,13.87,0,0,39
-9,14,1028,SE,3.13,0,0,44
-10,14,1027,cv,1.79,0,0,36
-11,14,1026,cv,3.58,0,0,36
-10,15,1026,cv,5.37,0,0,38
-10,15,1025,cv,7.16,0,0,43
-11,14,1025,SE,1.79,0,0,35
-10,13,1025,SE,4.92,0,0,42
-9,12,1026,SE,8.05,0,0,51
-3,9,1027,SE,12.97,0,0,60
-3,8,1027,SE,16.99,0,0,65
-3,7,1028,SE,21.01,0,0,61
-3,6,1028,SE,24.14,0,0,56
-3,5,1028,SE,25.93,0,0,69
-3,4,1028,SE,27.72,0,0,76
-3,3,1028,cv,0.89,0,0,58
-4,2,1027,SE,0.89,0,0,64
-3,2,1027,cv,0.45,0,0,79
-3,2,1027,cv,1.34,0,0,100
-3,1,1027,NE,0.89,0,0,128
-2,1,1028,cv,0.89,0,0,110
-3,6,1028,NW,3.13,0,0,116
-3,8,1028,NW,7.15,0,0,97
-3,10,1027,NW,8.94,0,0,99
-3,12,1026,cv,1.79,0,0,107
-4,15,1025,NW,1.79,0,0,101
-4,19,1024,cv,1.79,0,0,94
-10,21,1022,cv,3.58,0,0,70
-10,21,1022,SE,4.02,0,0,49
-10,21,1021,SE,7.15,0,0,59
-11,20,1021,SE,11.17,0,0,60
-10,19,1021,SE,14.3,0,0,51
-10,18,1021,SE,17.43,0,0,55
-11,17,1021,SE,21.45,0,0,73
-10,15,1022,SE,25.47,0,0,70
-9,15,1022,SE,29.49,0,0,67
-8,11,1022,NE,0.89,0,0,64
-6,8,1022,cv,0.89,0,0,75
-6,7,1022,cv,1.34,0,0,87
-6,4,1021,NW,1.79,0,0,96
-5,4,1021,cv,0.89,0,0,103
-4,4,1021,NW,0.89,0,0,115
-6,2,1021,NW,2.68,0,0,112
-5,3,1022,NW,3.57,0,0,95
-5,7,1023,cv,0.89,0,0,87
-5,9,1023,cv,1.78,0,0,95
-5,11,1023,SE,1.79,0,0,123
-5,14,1023,cv,0.89,0,0,136
-4,16,1022,cv,2.68,0,0,143
-4,19,1021,cv,4.47,0,0,152
-6,21,1020,SE,4.02,0,0,132
-8,22,1019,SE,9.83,0,0,104
-8,23,1018,SE,14.75,0,0,84
-8,22,1017,SE,20.56,0,0,66
-10,21,1016,SE,27.71,0,0,50
-10,19,1016,SE,30.84,0,0,57
-9,15,1016,SE,33.97,0,0,77
-4,15,1017,cv,0.89,0,0,NA
-5,14,1017,SE,1.79,0,0,NA
-3,13,1017,SE,4.92,0,0,NA
-3,10,1017,SE,6.71,0,0,NA
-3,12,1017,SE,8.5,0,0,148
-2,10,1017,SE,11.63,0,0,NA
-1,8,1016,SE,12.52,0,0,NA
-2,7,1016,NE,0.89,0,0,NA
-1,7,1016,cv,0.89,0,0,NA
-1,6,1016,SE,0.89,0,0,NA
-1,6,1016,cv,0.89,0,0,NA
0,5,1017,NW,0.89,0,0,NA
1,10,1017,cv,0.89,0,0,NA
1,12,1017,cv,1.78,0,0,204
2,14,1017,SE,1.79,0,0,212
2,18,1016,cv,1.79,0,0,NA
2,18,1015,SE,1.79,0,0,NA
2,20,1015,SE,4.92,0,0,NA
2,21,1014,SE,8.05,0,0,NA
3,22,1013,cv,1.79,0,0,188
3,21,1012,SE,3.13,0,0,179
3,20,1012,SE,6.26,0,0,166
3,19,1013,cv,0.89,0,0,168
4,17,1013,cv,1.78,0,0,NA
4,14,1014,NE,0.89,0,0,NA
4,12,1015,cv,0.89,0,0,295
3,14,1016,NE,3.13,0,0,328
3,14,1016,NE,6.26,0,0,287
2,15,1017,NE,10.28,0,0,NA
1,15,1017,NE,15.2,0,0,222
-3,15,1018,NE,21.01,0,0,147
-4,14,1019,NE,26.82,0,0,51
-5,13,1021,NE,36.65,0,0,23
-5,12,1022,NE,44.7,0,0,19
-6,11,1023,NE,52.75,0,0,18
-8,11,1025,NE,60.8,0,0,15
-9,10,1026,NE,69.74,0,0,18
-10,10,1027,NE,77.79,0,0,25
-11,10,1028,NE,85.84,0,0,17
-13,11,1028,NE,91.65,0,0,18
-15,11,1028,NE,97.46,0,0,20
-16,11,1028,NE,102.38,0,0,17
-16,11,1027,NE,107.3,0,0,15
-10,11,1027,NW,7.15,0,0,16
-7,10,1028,NW,12.07,0,0,23
-5,9,1028,NW,17.88,0,0,34
-3,7,1029,NE,3.13,0,1,19
1,6,1030,NW,3.13,0,2,25
2,5,1030,SE,7.15,0,3,33
3,5,1031,NW,3.13,0,4,36
3,5,1032,SE,4.02,0,5,33
2,4,1032,cv,0.89,0,6,23
1,4,1032,cv,1.78,0,7,NA
2,4,1032,NW,4.02,0,0,30
3,4,1031,NW,8.04,0,0,48
2,4,1031,NW,11.17,0,0,44
2,4,1031,NW,15.19,0,0,56
2,4,1031,NW,18.32,0,0,46
1,3,1031,NW,21.45,0,0,32
2,4,1032,NW,24.58,0,0,54
3,6,1032,NW,27.71,0,0,89
-1,8,1032,NW,31.73,0,0,79
-6,10,1032,cv,1.79,0,0,45
-6,11,1031,cv,3.58,0,0,68
-8,11,1030,cv,6.71,0,0,158
-12,13,1029,cv,8.5,0,0,178
-13,13,1028,cv,11.63,0,0,63
-12,13,1026,cv,13.42,0,0,108
-12,14,1026,cv,15.21,0,0,92
-10,14,1025,SE,3.13,0,0,127
-10,12,1025,SE,6.26,0,0,11
-7,11,1025,SE,10.28,0,0,5
-2,10,1026,SE,15.2,0,0,24
-2,9,1026,SE,19.22,0,0,5
-2,9,1026,SE,23.24,0,0,5
-1,8,1026,SE,27.26,0,0,55
-1,7,1027,cv,1.79,0,0,79
0,4,1027,SE,0.89,0,0,124
-1,4,1027,NE,0.89,0,0,143
-1,2,1027,NW,3.13,0,0,186
-2,3,1027,NW,4.92,0,0,167
-2,2,1027,NW,6.71,0,0,184
-5,0,1027,NW,9.84,0,0,172
-5,3,1028,NW,13.86,0,0,149
-7,8,1028,NW,16.99,0,0,156
-10,11,1028,NW,21.01,0,0,144
-10,13,1028,NW,25.03,0,0,135
-12,15,1027,NW,29.05,0,0,94
-14,17,1026,NW,32.18,0,0,105
-13,17,1024,cv,1.79,0,0,50
-13,18,1024,NW,4.02,0,0,167
-14,18,1022,NW,7.15,0,0,138
-13,19,1022,cv,1.79,0,0,170
-14,18,1021,SE,4.02,0,0,89
-13,17,1021,SE,8.04,0,0,108
-12,16,1021,SE,12.96,0,0,NA
-10,15,1022,SE,17.88,0,0,NA
-9,14,1022,SE,21.9,0,0,NA
-8,13,1023,SE,25.92,0,0,NA
-7,13,1023,SE,29.05,0,0,86
-7,11,1023,SE,32.18,0,0,65
-4,7,1023,cv,0.89,0,0,88
-3,6,1023,cv,1.34,0,0,80
-5,5,1023,NW,0.89,0,0,125
-5,4,1023,NW,1.78,0,0,123
-6,5,1023,NW,3.57,0,0,151
-5,3,1024,NW,4.46,0,0,174
-6,6,1025,NW,5.35,0,0,241
-9,10,1025,NW,7.14,0,0,132
-8,14,1025,cv,1.79,0,0,159
-8,16,1026,NW,1.79,0,0,138
-9,17,1025,NW,3.58,0,0,177
-8,20,1024,SE,3.13,0,0,149
-9,20,1023,SE,7.15,0,0,192
-9,21,1022,SE,11.17,0,0,171
-9,22,1021,SE,15.19,0,0,211
-11,21,1021,SE,21,0,0,124
-11,20,1020,SE,26.81,0,0,170
-12,18,1021,SE,31.73,0,0,52
-12,15,1021,SE,35.75,0,0,22
-10,13,1022,SE,39.77,0,0,17
-9,14,1022,SE,43.79,0,0,54
-8,13,1023,SE,47.81,0,0,59
-8,12,1023,SE,50.94,0,0,150
-7,11,1024,SE,54.07,0,0,146
-7,10,1024,SE,57.2,0,0,154
-7,8,1023,SE,58.99,0,0,166
-6,8,1023,SE,60.78,0,0,164
-6,7,1024,SE,62.57,0,0,191
-5,5,1023,SE,64.36,0,0,152
-5,3,1024,cv,0.89,0,0,160
-1,5,1024,SE,0.89,0,0,254
-3,11,1025,SE,2.68,0,0,231
-4,14,1025,SE,4.47,0,0,254
-5,17,1025,SE,10.28,0,0,277
-4,17,1025,SE,18.33,0,0,207
-4,18,1024,SE,25.48,0,0,218
-5,18,1023,SE,30.4,0,0,264
-7,18,1022,SE,38.45,0,0,227
-5,18,1020,SE,45.6,0,0,188
-4,18,1019,SE,52.75,0,0,253
-5,17,1019,SE,57.67,0,0,227
-5,16,1019,SE,62.59,0,0,166
-5,15,1018,SE,65.72,0,0,143
-4,15,1019,SE,67.51,0,0,184
-4,15,1019,SE,71.53,0,0,246
-4,14,1019,SE,75.55,0,0,279
-3,13,1019,SE,77.34,0,0,233
-3,12,1019,SE,80.47,0,0,220
0,12,1019,SE,83.6,0,0,190
-3,13,1018,SE,89.41,0,0,196
-3,14,1019,SE,94.33,0,0,96
1,12,1018,SE,100.14,0,1,103
1,11,1017,cv,0.89,0,2,94
1,10,1017,cv,1.78,0,0,120
2,10,1017,SE,0.89,0,0,77
2,11,1017,SE,1.78,0,0,158
2,13,1017,SE,4.91,0,0,169
2,14,1017,SE,9.83,0,0,NA
2,14,1017,SE,15.64,0,0,NA
3,15,1016,SE,20.56,0,0,NA
4,16,1015,SE,25.48,0,0,NA
3,17,1015,SE,30.4,0,0,NA
3,18,1014,SE,34.42,0,0,NA
3,17,1013,SE,39.34,0,0,NA
3,17,1013,SE,44.26,0,0,NA
4,15,1013,SE,48.28,0,0,NA
4,13,1014,SE,52.3,0,0,NA
4,14,1014,SE,54.09,0,0,NA
4,12,1015,SE,55.88,0,0,NA
4,11,1015,SE,57.67,0,0,NA
4,11,1015,SE,59.46,0,0,NA
4,11,1015,SE,61.25,0,0,NA
4,10,1015,SE,63.04,0,0,NA
4,9,1015,NE,1.79,0,0,NA
5,9,1015,SE,1.79,0,0,NA
5,9,1016,NW,1.79,0,0,NA
5,8,1016,cv,0.89,0,0,NA
6,9,1016,NW,3.13,0,0,NA
3,12,1018,NW,8.94,0,0,NA
-2,13,1019,NW,14.75,0,0,NA
-9,14,1019,NW,22.8,0,0,NA
-8,15,1020,NW,29.95,0,0,NA
-11,17,1019,NW,37.1,0,0,NA
-13,18,1018,NW,45.15,0,0,NA
-13,18,1017,NW,50.96,0,0,NA
-13,20,1017,NW,60.79,0,0,NA
-14,20,1016,NW,72.86,0,0,NA
-14,19,1016,NW,84.04,0,0,NA
-14,18,1017,NW,96.11,0,0,NA
-15,17,1018,NW,105.05,0,0,NA
-14,16,1019,NW,113.99,0,0,NA
-14,15,1021,NW,121.14,0,0,NA
-14,12,1022,NW,126.06,0,0,NA
-13,11,1022,NW,129.19,0,0,NA
-13,10,1023,NW,130.98,0,0,NA
-13,8,1023,NW,132.77,0,0,NA
-10,6,1023,cv,0.89,0,0,NA
-10,8,1022,NW,0.89,0,0,NA
-9,5,1022,cv,0.89,0,0,NA
-8,4,1022,NE,0.89,0,0,NA
-5,3,1022,cv,0.89,0,0,NA
-9,3,1022,NW,0.89,0,0,NA
-8,7,1023,cv,0.89,0,0,NA
-11,11,1023,NW,1.79,0,0,NA
-10,14,1023,cv,0.89,0,0,NA
-12,18,1021,SE,7.15,0,0,NA
-12,18,1021,SE,14.3,0,0,NA
-12,19,1019,SE,21.45,0,0,NA
-12,20,1018,SE,27.26,0,0,NA
-11,20,1017,SE,32.18,0,0,24
-11,20,1015,SE,36.2,0,0,27
-10,20,1014,SE,42.01,0,0,39
-11,19,1014,SE,49.16,0,0,NA
-10,18,1014,SE,56.31,0,0,NA
-10,16,1014,SE,61.23,0,0,NA
-9,14,1015,SE,64.36,0,0,NA
-7,15,1015,SE,67.49,0,0,NA
-6,16,1015,SE,72.41,0,0,NA
-6,16,1015,SE,77.33,0,0,NA
-6,13,1014,SE,79.12,0,0,69
-4,9,1014,SE,82.25,0,0,NA
-3,10,1013,cv,0.89,0,0,NA
-3,9,1013,cv,1.78,0,0,NA
-3,7,1013,cv,2.67,0,0,NA
-4,6,1013,cv,3.56,0,0,NA
-3,6,1013,cv,4.45,0,0,NA
-2,7,1014,NW,0.89,0,0,NA
-3,12,1014,NE,1.79,0,0,NA
-3,15,1014,cv,0.89,0,0,NA
-2,17,1014,cv,1.78,0,0,NA
-3,19,1013,SE,1.79,0,0,105
-4,22,1012,SE,4.92,0,0,103
-5,25,1011,SE,8.05,0,0,105
-8,26,1010,SE,12.07,0,0,107
-7,26,1009,SE,15.2,0,0,105
-7,25,1008,SE,18.33,0,0,102
-8,24,1008,SE,22.35,0,0,102
-7,23,1008,SE,26.37,0,0,100
-6,23,1009,NW,1.79,0,0,109
-5,21,1011,NW,4.92,0,0,107
-4,21,1012,NE,3.13,0,0,77
-3,20,1013,NE,8.94,0,0,80
-6,18,1014,NE,16.99,0,0,82
-5,15,1016,NE,28.17,0,0,NA
-3,13,1018,NE,37.11,0,0,50
-2,12,1019,NE,44.26,0,0,39
-4,11,1019,NE,52.31,0,0,24
-12,11,1020,NE,59.46,0,0,28
-15,11,1022,NW,4.02,0,0,14
-16,11,1023,NW,8.94,0,0,13
-17,11,1024,NW,12.96,0,0,11
-17,12,1025,NW,17.88,0,0,17
-18,13,1025,NW,25.03,0,0,15
-17,14,1025,NE,4.02,0,0,8
-17,15,1025,cv,3.13,0,0,10
-17,16,1024,NE,3.13,0,0,12
-18,17,1023,cv,1.79,0,0,12
-16,19,1022,cv,4.92,0,0,13
-18,19,1021,NW,7.15,0,0,14
-19,19,1020,NW,14.3,0,0,11
-19,19,1020,NW,23.24,0,0,10
-20,18,1020,NW,32.18,0,0,10
-20,16,1020,NW,37.99,0,0,11
-19,13,1021,NW,42.01,0,0,17
-19,11,1022,NW,45.14,0,0,91
-19,11,1022,NW,49.16,0,0,22
-19,10,1022,NW,53.18,0,0,16
-19,10,1023,NW,56.31,0,0,NA
-19,9,1023,NW,59.44,0,0,12
-19,7,1023,NW,63.46,0,0,8
-20,11,1023,NW,67.48,0,0,9
-19,10,1023,NW,70.61,0,0,14
-14,6,1023,SE,1.79,0,0,16
-12,7,1024,cv,0.45,0,0,14
-16,10,1024,cv,1.34,0,0,29
-15,14,1024,NW,3.13,0,0,24
-16,15,1024,NW,7.15,0,0,19
-16,17,1023,NW,11.17,0,0,16
-14,18,1023,cv,1.79,0,0,17
-14,19,1021,cv,2.68,0,0,13
-14,20,1020,SE,1.79,0,0,12
-14,21,1019,cv,1.79,0,0,10
-16,22,1018,cv,4.92,0,0,11
-14,22,1017,SE,4.92,0,0,12
-13,21,1016,SE,10.73,0,0,13
-13,20,1016,SE,17.88,0,0,18
-12,17,1017,SE,22.8,0,0,26
-12,17,1017,SE,27.72,0,0,27
-11,17,1017,SE,33.53,0,0,45
-11,17,1017,SE,39.34,0,0,49
-9,15,1017,SE,43.36,0,0,50
-9,16,1017,cv,3.13,0,0,51
-4,10,1016,cv,4.02,0,0,64
-6,10,1016,SE,3.13,0,0,67
-5,8,1016,cv,0.45,0,0,77
-6,8,1016,NW,0.89,0,0,85
-5,4,1016,NW,4.02,0,0,91
-5,6,1016,cv,0.89,0,0,88
-5,8,1016,NW,1.79,0,0,91
-4,12,1016,cv,0.89,0,0,103
-4,15,1016,cv,1.78,0,0,101
-4,18,1016,cv,3.57,0,0,88
-4,20,1015,cv,5.36,0,0,91
-6,23,1014,SE,3.13,0,0,99
-5,24,1012,SE,7.15,0,0,94
-5,25,1011,SE,11.17,0,0,101
-4,26,1010,SE,16.09,0,0,91
-6,25,1009,SE,23.24,0,0,73
-5,25,1009,SE,29.05,0,0,94
-4,23,1009,SE,33.97,0,0,88
-3,19,1010,SE,37.1,0,0,104
-1,19,1010,SE,38.89,0,0,145
0,17,1011,SE,40.68,0,0,171
1,15,1011,SE,42.47,0,0,184
1,14,1011,SE,43.36,0,0,202
1,13,1011,cv,0.89,0,0,196
2,13,1011,cv,1.78,0,0,186
2,12,1011,cv,2.67,0,0,184
3,10,1011,SE,1.79,0,0,188
3,11,1011,cv,0.89,0,0,189
3,10,1011,NE,0.89,0,0,201
3,10,1012,cv,0.89,0,0,231
4,11,1013,NW,1.79,0,0,225
5,16,1013,cv,0.89,0,0,169
5,17,1013,cv,1.78,0,0,163
5,19,1013,NE,1.79,0,0,142
5,21,1013,SE,1.79,0,0,136
6,22,1012,SE,5.81,0,0,141
6,23,1011,SE,8.94,0,0,125
6,24,1010,SE,12.07,0,0,131
6,23,1009,SE,16.09,0,0,138
6,24,1008,SE,20.11,0,0,152
6,23,1009,SE,23.24,0,0,145
7,22,1009,SE,25.03,0,0,157
7,20,1009,cv,0.89,0,0,172
8,21,1009,SE,4.02,0,0,170
8,20,1010,SE,7.15,0,0,172
7,18,1010,cv,0.89,0,0,155
7,17,1009,cv,1.78,0,0,168
6,16,1009,cv,2.67,0,0,163
8,13,1009,cv,3.56,0,0,144
6,13,1008,NW,3.13,0,0,137
6,13,1008,NW,4.02,0,0,133
6,14,1007,cv,0.89,0,0,158
7,14,1007,cv,1.78,0,0,162
7,11,1007,NW,1.79,0,0,158
8,12,1007,NW,3.58,0,0,174
7,17,1007,NW,6.71,0,0,184
7,19,1007,NW,9.84,0,0,191
3,24,1006,NW,13.86,0,0,159
-4,27,1005,NW,19.67,0,0,74
-6,28,1004,NW,27.72,0,0,27
-6,29,1003,NW,36.66,0,0,21
-5,29,1001,NW,39.79,0,0,21
-5,31,1001,cv,1.79,0,0,NA
-5,31,1000,NW,8.05,0,0,NA
-6,30,1000,NW,15.2,0,0,NA
-5,30,1000,NW,19.22,0,0,NA
-2,26,1000,SE,5.81,0,0,NA
0,25,1001,SE,10.73,0,0,NA
-1,25,1001,SE,15.65,0,0,NA
0,25,1001,SE,21.46,0,0,NA
1,24,1001,NW,3.13,0,0,NA
0,19,1002,NW,8.05,0,0,53
-3,18,1002,NW,11.18,0,0,NA
-3,18,1002,NW,12.97,0,0,NA
-3,16,1004,NE,4.92,0,0,NA
-5,19,1005,NE,10.73,0,0,NA
-3,19,1007,NE,17.88,0,0,NA
-3,19,1008,NW,5.81,0,0,NA
-3,19,1010,NE,9.83,0,0,NA
-4,20,1011,NW,8.94,0,0,NA
-8,20,1012,NW,17.88,0,0,NA
-7,21,1013,NE,8.05,0,0,NA
-8,22,1013,NW,7.15,0,0,NA
-8,23,1013,NE,8.05,0,0,NA
-8,23,1012,NE,13.86,0,0,28
-6,23,1012,NE,19.67,0,0,26
-6,24,1012,NE,24.59,0,0,27
-6,23,1012,NE,29.51,0,0,25
-6,23,1012,NE,33.53,0,0,NA
-7,22,1012,NE,36.66,0,0,NA
-6,20,1013,SE,1.79,0,0,NA
-3,19,1014,SE,4.92,0,0,NA
-2,15,1016,SE,9.84,0,0,NA
-1,13,1018,SE,13.86,0,0,NA
-3,12,1019,SE,17.88,0,0,NA
-3,11,1019,SE,19.67,0,0,36
-1,10,1019,cv,0.89,0,0,NA
-2,9,1019,cv,1.78,0,0,NA
-2,9,1019,SE,0.89,0,0,NA
-3,8,1018,cv,0.89,0,0,NA
-3,7,1018,cv,1.78,0,0,NA
-2,7,1019,cv,2.23,0,0,NA
-1,10,1019,cv,3.12,0,0,NA
-2,12,1019,SE,3.13,0,0,NA
-3,14,1018,cv,1.79,0,0,NA
-3,16,1018,cv,2.68,0,0,NA
-5,19,1017,SE,4.92,0,0,NA
-4,20,1015,SE,9.84,0,0,NA
-4,22,1014,SE,14.76,0,0,NA
-3,23,1012,SE,21.91,0,0,NA
-3,24,1010,SE,29.06,0,0,76
-2,24,1009,SE,36.21,0,0,87
-1,23,1008,SE,44.26,0,0,146
1,21,1007,SE,53.2,0,0,149
2,20,1007,SE,57.22,0,0,121
0,20,1007,SE,63.03,0,0,79
0,20,1007,SE,70.18,0,0,58
0,19,1007,SE,77.33,0,0,53
1,18,1007,SE,82.25,0,0,56
1,19,1007,SE,86.27,0,0,NA
2,18,1007,cv,0.89,0,0,60
-1,19,1007,NW,5.81,0,0,65
-1,18,1007,NW,11.62,0,0,41
-4,17,1007,NW,18.77,0,0,23
-4,16,1008,NW,25.92,0,0,20
-3,15,1009,NW,33.07,0,0,12
-3,16,1010,NW,40.22,0,0,13
-4,17,1011,NW,48.27,0,0,16
-4,18,1011,NW,57.21,0,0,22
-4,19,1011,NW,67.04,0,0,35
-5,18,1011,NW,74.19,0,0,72
-3,18,1011,NW,84.02,0,0,249
-6,17,1011,NW,92.07,0,0,76
-4,17,1012,NW,105.03,0,0,90
-8,16,1012,NW,117.1,0,0,74
-8,17,1013,NW,130.06,0,0,44
-11,16,1013,NW,142.13,0,0,93
-11,15,1015,NW,151.07,0,0,118
-11,14,1015,NW,156.88,0,0,120
-13,14,1016,NW,164.03,0,0,97
-13,14,1017,NW,171.18,0,0,14
-14,14,1017,NW,178.33,0,0,15
-15,13,1018,NW,183.25,0,0,18
-14,10,1017,NW,187.27,0,0,NA
-14,8,1017,NW,191.29,0,0,21
-13,8,1017,NW,195.31,0,0,10
-14,10,1017,NW,200.23,0,0,9
-11,8,1017,cv,0.89,0,0,7
-8,7,1017,NE,1.79,0,0,4
-11,9,1017,NE,3.58,0,0,6
-11,12,1018,NW,4.92,0,0,6
-13,14,1018,NW,12.97,0,0,4
-11,15,1018,NW,22.8,0,0,3
-12,16,1018,NE,9.83,0,0,5
-11,17,1018,NW,8.05,0,0,9
-10,18,1017,NW,15.2,0,0,12
-10,19,1016,NE,5.81,0,0,11
-11,21,1016,NW,5.81,0,0,11
-9,21,1015,NE,3.13,0,0,13
-10,21,1015,NE,7.15,0,0,10
-10,20,1015,NE,10.28,0,0,10
-10,19,1015,NE,12.07,0,0,15
-7,16,1015,SE,0.89,0,0,19
-6,15,1016,SE,2.68,0,0,32
-5,14,1017,SE,4.47,0,0,43
-5,12,1018,cv,0.89,0,0,65
-4,13,1019,SE,3.13,0,0,54
